count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
25,25.0,25.0,2025/3/12,1884.303586,1595.303587,1741742713,9.0,5.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,1,Top,2,1,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,131.0,-0.017,-6.64,39.84048562,-17.22748823,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"2,3",,石川,山本,Undefined,,,,6,6,2507020025,遊飛,,1882.0,https://youtu.be/Jyu6IJPUpVs&t=1882,454.0,https://youtu.be/aTQ94zDNQF8&t=454,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,"Hikaru, Ishikawa","Akira, Yamamoto",,,,,,,,,,,,
26,1.0,26.0,2025/3/12,2034.864455,1745.864456,1741742863,1.0,1.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,1,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.009,0.003,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020026,見逃し,,2032.0,https://youtu.be/Jyu6IJPUpVs&t=2032,480.0,https://youtu.be/aTQ94zDNQF8&t=480,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
27,2.0,27.0,2025/3/12,2047.279685,1758.279686,1741742875,1.0,2.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,1,Bottom,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.005,-0.001,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020027,ボール,,2045.0,https://youtu.be/Jyu6IJPUpVs&t=2045,493.0,https://youtu.be/aTQ94zDNQF8&t=493,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
28,3.0,28.0,2025/3/12,2084.079038,1795.07904,1741742912,1.0,3.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,1,Bottom,0,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,45.61506025,-84.80557109,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020028,ファール,,2082.0,https://youtu.be/Jyu6IJPUpVs&t=2082,530.0,https://youtu.be/aTQ94zDNQF8&t=530,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
29,4.0,29.0,2025/3/12,2091.138988,1802.138989,1741742919,1.0,4.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,1,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,103.0,-0.317,-0.347,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020029,ボール,,2089.0,https://youtu.be/Jyu6IJPUpVs&t=2089,537.0,https://youtu.be/aTQ94zDNQF8&t=537,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
30,5.0,30.0,2025/3/12,2102.968814,1813.968816,1741742931,1.0,5.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,1,Bottom,0,2,2,Slider,HitByPitch,Undefined,Undefined,Undefined,0,0,,108.0,1.038,-0.64,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020030,死球,,2100.0,https://youtu.be/Jyu6IJPUpVs&t=2100,548.0,https://youtu.be/aTQ94zDNQF8&t=548,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
31,6.0,31.0,2025/3/12,2139.489262,1850.489263,1741742968,2.0,1.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.0,0.878,0.18,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter1,,,Nothing,,,,,,2507020031,見逃し,,2137.0,https://youtu.be/Jyu6IJPUpVs&t=2137,585.0,https://youtu.be/aTQ94zDNQF8&t=585,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
32,7.0,32.0,2025/3/12,2159.503938,1870.50394,1741742988,2.0,2.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,1,0,,114.0,1.097,0.196,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter1,,,CaughtStealing,batter1,,,,,2507020032,ボール[盗塁死],,2157.0,https://youtu.be/Jyu6IJPUpVs&t=2157,676.0,https://youtu.be/aTQ94zDNQF8&t=676,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
33,8.0,33.0,2025/3/12,2187.514049,1898.514051,1741743016,2.0,3.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,108.0,1.018,0.467,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020033,ボール,,2185.0,https://youtu.be/Jyu6IJPUpVs&t=2185,704.0,https://youtu.be/aTQ94zDNQF8&t=704,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
34,9.0,34.0,2025/3/12,2212.492118,1923.49212,1741743041,2.0,4.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,1,2,1,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,114.0,0.63,0.092,11.21332024,153.4349488,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020034,ファール,,2210.0,https://youtu.be/Jyu6IJPUpVs&t=2210,713.0,https://youtu.be/aTQ94zDNQF8&t=713,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
35,10.0,35.0,2025/3/12,2227.430019,1938.43002,1741743056,2.0,5.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,1,2,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.534,-0.467,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020035,ボール,,2225.0,https://youtu.be/Jyu6IJPUpVs&t=2225,728.0,https://youtu.be/aTQ94zDNQF8&t=728,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
36,11.0,36.0,2025/3/12,2246.57947,1957.579472,1741743075,2.0,6.0,永島,Right,TOK,2,batter2,Right,GXAスカイホークス,1,Bottom,1,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,118.0,1.197,-0.256,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020036,四球,,2244.0,https://youtu.be/Jyu6IJPUpVs&t=2244,747.0,https://youtu.be/aTQ94zDNQF8&t=747,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
37,12.0,37.0,2025/3/12,2276.773725,1987.773726,1741743105,3.0,1.0,永島,Right,TOK,3,batter3,Right,GXAスカイホークス,1,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.986,-0.453,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2507020037,ボール,,2274.0,https://youtu.be/Jyu6IJPUpVs&t=2274,778.0,https://youtu.be/aTQ94zDNQF8&t=778,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
38,,,2025/3/12,2296.624225,2007.624226,1741743125,,,永島,Right,TOK,3,batter3,Right,GXAスカイホークス,1,Bottom,1,1,0,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter2,,,PickOff,,,,"1,3","1,3",2507020038,牽制,,2294.0,https://youtu.be/Jyu6IJPUpVs&t=2294,798.0,https://youtu.be/aTQ94zDNQF8&t=798,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
39,13.0,38.0,2025/3/12,2313.091249,2024.09125,1741743141,3.0,2.0,永島,Right,TOK,3,batter3,Right,GXAスカイホークス,1,Bottom,1,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.518,-0.467,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2507020039,ボール,,2311.0,https://youtu.be/Jyu6IJPUpVs&t=2311,734.0,https://youtu.be/aTQ94zDNQF8&t=734,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
40,14.0,39.0,2025/3/12,2333.703892,2044.703894,1741743162,3.0,3.0,永島,Right,TOK,3,batter3,Right,GXAスカイホークス,1,Bottom,1,2,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,1.034,-0.52,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2507020040,ボール,,2331.0,https://youtu.be/Jyu6IJPUpVs&t=2331,755.0,https://youtu.be/aTQ94zDNQF8&t=755,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
41,15.0,40.0,2025/3/12,2354.825632,2065.825633,1741743183,3.0,4.0,永島,Right,TOK,3,batter3,Right,GXAスカイホークス,1,Bottom,1,3,0,Splitter,BallCalled,Walk,Undefined,Undefined,0,0,,114.0,1.243,0.192,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2507020041,四球,,2352.0,https://youtu.be/Jyu6IJPUpVs&t=2352,776.0,https://youtu.be/aTQ94zDNQF8&t=776,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,R,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
42,16.0,41.0,2025/3/12,2398.209539,2109.209541,1741743226,4.0,1.0,永島,Right,TOK,4,batter4,Left,GXAスカイホークス,1,Bottom,1,0,0,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,114.0,0.878,0.228,94.66636959,-8.96334494,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",batter3,batter2,,Undefined,,,,8,8,2507020042,中飛,,2396.0,https://youtu.be/Jyu6IJPUpVs&t=2396,819.0,https://youtu.be/aTQ94zDNQF8&t=819,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
43,17.0,42.0,2025/3/12,2450.988843,2161.988844,1741743279,5.0,1.0,永島,Right,TOK,5,batter5,Right,GXAスカイホークス,1,Bottom,2,0,0,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,112.0,0.482,-0.407,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,3",batter3,,batter2,Nothing,,,,,,2507020043,空振り,,2448.0,https://youtu.be/Jyu6IJPUpVs&t=2448,858.0,https://youtu.be/aTQ94zDNQF8&t=858,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
44,18.0,43.0,2025/3/12,2473.793854,2184.793855,1741743302,5.0,2.0,永島,Right,TOK,5,batter5,Right,GXAスカイホークス,1,Bottom,2,0,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,,109.0,0.582,-0.373,47.38256545,21.93388504,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,3",batter3,,batter2,Undefined,,,,4,4,2507020044,二飛,,2471.0,https://youtu.be/Jyu6IJPUpVs&t=2471,881.0,https://youtu.be/aTQ94zDNQF8&t=881,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
45,26.0,44.0,2025/3/12,2591.272334,2302.272336,1741743419,1.0,1.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,2,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.0,0.037,0.116,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020045,ボール,,2589.0,https://youtu.be/Jyu6IJPUpVs&t=2589,898.0,https://youtu.be/aTQ94zDNQF8&t=898,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
46,27.0,45.0,2025/3/12,2603.969322,2314.969324,1741743432,1.0,2.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,2,Top,0,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,129.0,0.738,0.228,34.53343838,-88.04193257,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020046,ファール,,2601.0,https://youtu.be/Jyu6IJPUpVs&t=2601,911.0,https://youtu.be/aTQ94zDNQF8&t=911,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
47,28.0,46.0,2025/3/12,2617.93134,2328.931342,1741743446,1.0,3.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,2,Top,0,1,1,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,,0.93,0.176,66.13527218,-12.36249242,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2507020047,中安,,2615.0,https://youtu.be/Jyu6IJPUpVs&t=2615,925.0,https://youtu.be/aTQ94zDNQF8&t=925,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
