count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
26,19.0,25.0,2025/2/18,3357.615148,3132.615149,1739855309,4.0,3.0,松本慎,Left,TOK,4,batter4,Right,福岡大,1,Bottom,1,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.303,0.02,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",batter3,batter2,nan,Nothing,nan,nan,nan,nan,nan,2504810026,ボール,,3355.0,https://youtu.be/6fvRWZlnXt4&t=3355,1157.0,https://youtu.be/Pf4AXbC6-x8&t=1157,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
27,20.0,26.0,2025/2/18,3384.770007,3159.770008,1739855336,4.0,4.0,松本慎,Left,TOK,4,batter4,Right,福岡大,1,Bottom,1,2,1,Fastball,InPlay,Undefined,FlyBall,HomeRun,0,3,nan,,0.606,0.064,109.7158769,-33.26281385,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",batter3,batter2,nan,Undefined,nan,nan,"batter2,batter3,batter4",7,7,2504810027,左本③,,3382.0,https://youtu.be/6fvRWZlnXt4&t=3382,1184.0,https://youtu.be/Pf4AXbC6-x8&t=1184,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
28,21.0,27.0,2025/2/18,3432.080248,3207.080249,1739855383,5.0,1.0,松本慎,Left,TOK,5,batter5,Right,福岡大,1,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.754,-0.264,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810028,見逃し,,3430.0,https://youtu.be/6fvRWZlnXt4&t=3430,1207.0,https://youtu.be/Pf4AXbC6-x8&t=1207,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
29,22.0,28.0,2025/2/18,3442.824692,3217.824693,1739855394,5.0,2.0,松本慎,Left,TOK,5,batter5,Right,福岡大,1,Bottom,1,0,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,,0.766,0.216,29.45424405,-82.51911382,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810029,ファール,,3440.0,https://youtu.be/6fvRWZlnXt4&t=3440,1218.0,https://youtu.be/Pf4AXbC6-x8&t=1218,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
30,23.0,29.0,2025/2/18,3466.36471,3241.364711,1739855418,5.0,3.0,松本慎,Left,TOK,5,batter5,Right,福岡大,1,Bottom,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,127.0,1.21,-0.453,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810030,ボール,,3464.0,https://youtu.be/6fvRWZlnXt4&t=3464,1233.0,https://youtu.be/Pf4AXbC6-x8&t=1233,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
31,24.0,30.0,2025/2/18,3478.838761,3253.838762,1739855430,5.0,4.0,松本慎,Left,TOK,5,batter5,Right,福岡大,1,Bottom,1,1,2,ChangeUp,InPlay,Undefined,LineDrive,Out,1,0,nan,,0.706,-0.26,27.43521421,-36.25383774,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,5,5,2504810031,三直,,3476.0,https://youtu.be/6fvRWZlnXt4&t=3476,1246.0,https://youtu.be/Pf4AXbC6-x8&t=1246,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
32,25.0,31.0,2025/2/18,3505.265208,3280.265209,1739855457,6.0,1.0,松本慎,Left,TOK,6,batter6,Left,福岡大,1,Bottom,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,nan,,0.618,-0.224,29.29873344,32.24997416,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,3,3A,2504810032,一ゴ,,3503.0,https://youtu.be/6fvRWZlnXt4&t=3503,1260.0,https://youtu.be/Pf4AXbC6-x8&t=1260,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
33,7.0,32.0,2025/2/18,3644.057072,3419.057073,1739855595,1.0,1.0,pos1,Right,福岡大,4,大原,Right,TOK,2,Top,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.786,-0.164,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810033,見逃し,,3642.0,https://youtu.be/6fvRWZlnXt4&t=3642,1281.0,https://youtu.be/Pf4AXbC6-x8&t=1281,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
34,8.0,33.0,2025/2/18,3655.082856,3430.082857,1739855606,1.0,2.0,pos1,Right,福岡大,4,大原,Right,TOK,2,Top,0,0,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,,0.474,0.0,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810034,空振り,,3653.0,https://youtu.be/6fvRWZlnXt4&t=3653,1292.0,https://youtu.be/Pf4AXbC6-x8&t=1292,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
35,9.0,34.0,2025/2/18,3669.367343,3444.367344,1739855621,1.0,3.0,pos1,Right,福岡大,4,大原,Right,TOK,2,Top,0,0,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,nan,,1.026,0.012,73.87893679,26.05349531,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,9,9,2504810035,右飛,,3667.0,https://youtu.be/6fvRWZlnXt4&t=3667,1306.0,https://youtu.be/Pf4AXbC6-x8&t=1306,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
36,10.0,35.0,2025/2/18,3700.165052,3475.165053,1739855652,2.0,1.0,pos1,Right,福岡大,5,杉浦,Right,TOK,2,Top,1,0,0,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,nan,110.0,0.37,0.056,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810036,ボール,,3698.0,https://youtu.be/6fvRWZlnXt4&t=3698,1329.0,https://youtu.be/Pf4AXbC6-x8&t=1329,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
37,11.0,36.0,2025/2/18,3711.077902,3486.077903,1739855662,2.0,2.0,pos1,Right,福岡大,5,杉浦,Right,TOK,2,Top,1,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.714,-0.276,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810037,見逃し,,3709.0,https://youtu.be/6fvRWZlnXt4&t=3709,1340.0,https://youtu.be/Pf4AXbC6-x8&t=1340,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
38,12.0,37.0,2025/2/18,3721.561296,3496.561297,1739855673,2.0,3.0,pos1,Right,福岡大,5,杉浦,Right,TOK,2,Top,1,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,103.0,0.33,-0.327,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810038,ボール,,3719.0,https://youtu.be/6fvRWZlnXt4&t=3719,1350.0,https://youtu.be/Pf4AXbC6-x8&t=1350,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
39,13.0,38.0,2025/2/18,3734.65363,3509.653631,1739855686,2.0,4.0,pos1,Right,福岡大,5,杉浦,Right,TOK,2,Top,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.323,-0.156,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810039,ボール,,3732.0,https://youtu.be/6fvRWZlnXt4&t=3732,1363.0,https://youtu.be/Pf4AXbC6-x8&t=1363,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
40,14.0,39.0,2025/2/18,3747.517913,3522.517914,1739855699,2.0,5.0,pos1,Right,福岡大,5,杉浦,Right,TOK,2,Top,1,3,1,Splitter,BallCalled,Walk,Undefined,Undefined,0,0,nan,,0.29,0.052,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810040,四球,,3745.0,https://youtu.be/6fvRWZlnXt4&t=3745,1376.0,https://youtu.be/Pf4AXbC6-x8&t=1376,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
41,15.0,40.0,2025/2/18,3784.682168,3559.682169,1739855736,3.0,1.0,pos1,Right,福岡大,6,秋元,Right,TOK,2,Top,1,0,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,nan,,0.75,-0.248,63.3785954,-22.14805215,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Undefined,nan,nan,nan,7,7,2504810041,左安,,3782.0,https://youtu.be/6fvRWZlnXt4&t=3782,1404.0,https://youtu.be/Pf4AXbC6-x8&t=1404,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
42,16.0,41.0,2025/2/18,3838.050783,3613.050784,1739855789,4.0,1.0,pos1,Right,福岡大,7,矢田貝,Right,TOK,2,Top,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.25,-0.116,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",秋元,杉浦,nan,Nothing,nan,nan,nan,nan,nan,2504810042,ボール,,3836.0,https://youtu.be/6fvRWZlnXt4&t=3836,1434.0,https://youtu.be/Pf4AXbC6-x8&t=1434,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
43,17.0,42.0,2025/2/18,3863.678393,3638.678394,1739855815,4.0,2.0,pos1,Right,福岡大,7,矢田貝,Right,TOK,2,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.317,-0.26,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",秋元,杉浦,nan,Nothing,nan,nan,nan,nan,nan,2504810043,ボール,,3861.0,https://youtu.be/6fvRWZlnXt4&t=3861,1460.0,https://youtu.be/Pf4AXbC6-x8&t=1460,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
44,18.0,43.0,2025/2/18,3896.944581,3671.944582,1739855848,4.0,3.0,pos1,Right,福岡大,7,矢田貝,Right,TOK,2,Top,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.738,-0.373,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",秋元,杉浦,nan,Nothing,nan,nan,nan,nan,nan,2504810044,ボール,,3894.0,https://youtu.be/6fvRWZlnXt4&t=3894,1493.0,https://youtu.be/Pf4AXbC6-x8&t=1493,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
45,19.0,44.0,2025/2/18,3918.594211,3693.594212,1739855870,4.0,4.0,pos1,Right,福岡大,7,矢田貝,Right,TOK,2,Top,1,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,nan,,0.303,0.076,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2",秋元,杉浦,nan,Nothing,nan,nan,nan,nan,nan,2504810045,四球,,3916.0,https://youtu.be/6fvRWZlnXt4&t=3916,1515.0,https://youtu.be/Pf4AXbC6-x8&t=1515,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
46,20.0,45.0,2025/2/18,3960.242284,3735.242285,1739855912,5.0,1.0,pos1,Right,福岡大,8,青貝,Right,TOK,2,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.61,-0.22,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2,3",矢田貝,秋元,杉浦,Nothing,nan,nan,nan,nan,nan,2504810046,見逃し,,3958.0,https://youtu.be/6fvRWZlnXt4&t=3958,1540.0,https://youtu.be/Pf4AXbC6-x8&t=1540,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
47,21.0,46.0,2025/2/18,3980.388791,3755.388792,1739855932,5.0,2.0,pos1,Right,福岡大,8,青貝,Right,TOK,2,Top,1,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,129.0,0.718,-0.26,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2,3",矢田貝,秋元,杉浦,Nothing,nan,nan,nan,nan,nan,2504810047,見逃し,,3978.0,https://youtu.be/6fvRWZlnXt4&t=3978,1560.0,https://youtu.be/Pf4AXbC6-x8&t=1560,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
48,22.0,47.0,2025/2/18,4004.026742,3779.026742,1739855955,5.0,3.0,pos1,Right,福岡大,8,青貝,Right,TOK,2,Top,1,0,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.31,-0.32,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2,3",矢田貝,秋元,杉浦,Nothing,nan,nan,nan,nan,nan,2504810048,ボール,,4002.0,https://youtu.be/6fvRWZlnXt4&t=4002,1584.0,https://youtu.be/Pf4AXbC6-x8&t=1584,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
49,23.0,48.0,2025/2/18,4029.938625,3804.938626,1739855981,5.0,4.0,pos1,Right,福岡大,8,青貝,Right,TOK,2,Top,1,1,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,nan,,0.722,-0.24,27.62486081,30.124318,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2,3",矢田貝,秋元,杉浦,Undefined,nan,nan,nan,3,3,2504810049,一直,,4027.0,https://youtu.be/6fvRWZlnXt4&t=4027,1609.0,https://youtu.be/Pf4AXbC6-x8&t=1609,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
50,24.0,49.0,2025/2/18,4075.868849,3850.86885,1739856027,6.0,1.0,pos1,Right,福岡大,9,小村,Left,TOK,2,Top,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,nan,,0.598,-0.016,42.25708762,18.30846828,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,2,3",矢田貝,秋元,杉浦,Undefined,nan,nan,nan,"4,3","4,3",2504810050,二ゴ,,4073.0,https://youtu.be/6fvRWZlnXt4&t=4073,1647.0,https://youtu.be/Pf4AXbC6-x8&t=1647,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
51,26.0,50.0,2025/2/18,4215.376619,3990.37662,1739856167,1.0,1.0,松本慎,Left,TOK,7,batter7,Left,福岡大,2,Bottom,0,0,0,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,A2B,,0.662,-0.004,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810051,空振り,,4213.0,https://youtu.be/6fvRWZlnXt4&t=4213,1681.0,https://youtu.be/Pf4AXbC6-x8&t=1681,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
52,27.0,51.0,2025/2/18,4234.123799,4009.1238,1739856185,1.0,2.0,松本慎,Left,TOK,7,batter7,Left,福岡大,2,Bottom,0,0,1,ChangeUp,FoulBall,Undefined,LineDrive,Undefined,0,0,nan,,0.722,-0.064,45.06328162,-70.49755149,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810052,ファール,,4232.0,https://youtu.be/6fvRWZlnXt4&t=4232,1699.0,https://youtu.be/Pf4AXbC6-x8&t=1699,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,R","R,L,R,R,R,R,R,R,R,L"
